0.735009,0.139074,-0.541354,-0.971148,-0.95377,-0.52336,0.157424,0.755311,0.982296,0.726056,281.716
0.727154,0.127738,-0.552032,-0.976419,-0.947737,-0.516974,0.167459,0.761846,0.985463,0.712334,281.726
0.71915,0.117374,-0.562423,-0.979186,-0.944008,-0.510584,0.17681,0.76871,0.985156,0.704231,281.736
0.711453,0.106229,-0.572263,-0.982015,-0.939457,-0.506762,0.190058,0.773314,0.983468,0.700406,281.746
0.703586,0.0953,-0.582298,-0.982905,-0.938963,-0.496756,0.197201,0.781035,0.981905,0.692797,281.756
0.695574,0.0858356,-0.589357,-0.986903,-0.935034,-0.4903,0.204694,0.787302,0.981464,0.683636,281.766
0.687966,0.0753422,-0.597169,-0.991801,-0.929399,-0.484732,0.214333,0.793893,0.979692,0.6759,281.776
0.680754,0.0637696,-0.607518,-0.99364,-0.927304,-0.475583,0.22494,0.799734,0.977934,0.668439,281.786
0.672794,0.0533967,-0.616156,-0.996353,-0.924261,-0.467444,0.233991,0.805434,0.97643,0.660506,281.796
0.664679,0.0427597,-0.624601,-0.998685,-0.922063,-0.457382,0.24091,0.812359,0.974161,0.653046,281.806
0.656065,0.031753,-0.632553,-1.00153,-0.918843,-0.448782,0.249923,0.817507,0.973332,0.643108,281.816
0.648471,0.0222528,-0.639919,-1.00462,-0.914267,-0.443074,0.25925,0.822619,0.970278,0.637919,281.826
0.640603,0.009659,-0.649187,-1.00675,-0.911319,-0.432244,0.267647,0.829635,0.967411,0.629639,281.836
0.631464,-0.00141966,-0.657163,-1.00974,-0.9074,-0.422419,0.275316,0.834946,0.967264,0.617344,281.846
0.624167,-0.0114592,-0.665078,-1.01163,-0.903915,-0.414714,0.284483,0.838926,0.964872,0.611172,281.856
0.615208,-0.0237544,-0.674414,-1.01412,-0.89986,-0.404358,0.295252,0.84386,0.961013,0.606117,281.866
0.606655,-0.0345514,-0.683132,-1.01643,-0.895738,-0.394701,0.304715,0.847688,0.960183,0.595749,281.876
0.597796,-0.0451868,-0.69202,-1.01864,-0.891269,-0.385077,0.313847,0.852678,0.957408,0.587076,281.887
0.589587,-0.0554249,-0.69953,-1.0208,-0.886767,-0.376761,0.322311,0.857394,0.954419,0.579164,281.896
0.580642,-0.0667121,-0.707933,-1.02265,-0.882896,-0.365824,0.331091,0.862101,0.951665,0.569978,281.906
0.571183,-0.0789133,-0.716927,-1.02493,-0.879022,-0.351591,0.338068,0.869066,0.947287,0.561278,281.916
0.561649,-0.0900129,-0.725435,-1.02712,-0.87403,-0.340686,0.346528,0.874022,0.944662,0.550139,281.926
0.551776,-0.100167,-0.733403,-1.02843,-0.869288,-0.332694,0.356889,0.876895,0.941798,0.541891,281.936
0.541134,-0.115341,-0.740664,-1.03078,-0.863812,-0.321894,0.368267,0.881084,0.936476,0.537143,281.946
0.529005,-0.128307,-0.747901,-1.03246,-0.857753,-0.31387,0.379288,0.883824,0.935218,0.525356,281.956
0.518595,-0.141032,-0.756772,-1.0319,-0.85334,-0.304759,0.388973,0.887901,0.932644,0.514061,281.966
0.510052,-0.155789,-0.76371,-1.03225,-0.848517,-0.295763,0.398333,0.892819,0.927253,0.508347,281.976
0.504635,-0.169991,-0.769086,-1.03253,-0.844922,-0.286694,0.406253,0.896424,0.92368,0.502359,281.986
0.492535,-0.180183,-0.779221,-1.03229,-0.840483,-0.273961,0.412691,0.902061,0.920771,0.491563,281.996
0.484739,-0.190106,-0.785185,-1.03386,-0.835719,-0.264513,0.418844,0.905747,0.918959,0.481825,282.006
0.473927,-0.200916,-0.792265,-1.03638,-0.829677,-0.252879,0.426574,0.910078,0.915606,0.471715,282.016
0.464733,-0.210194,-0.799838,-1.03689,-0.825312,-0.242478,0.433779,0.914666,0.911105,0.463716,282.026
0.457351,-0.220128,-0.807053,-1.03764,-0.8192,-0.235505,0.443794,0.917696,0.907596,0.454124,282.036
0.449116,-0.229815,-0.814323,-1.03751,-0.814,-0.228095,0.453445,0.92115,0.903393,0.444886,282.046
0.440243,-0.239725,-0.820703,-1.03786,-0.809087,-0.219897,0.462665,0.924446,0.899042,0.436075,282.056
0.431492,-0.250089,-0.826839,-1.03796,-0.804698,-0.211003,0.471944,0.926895,0.895861,0.425158,282.066
0.423091,-0.258968,-0.83309,-1.03763,-0.800276,-0.2039,0.481153,0.928841,0.892199,0.416913,282.076
0.412607,-0.270095,-0.840193,-1.03735,-0.795748,-0.192396,0.48888,0.934067,0.885298,0.409188,282.086
0.404308,-0.279618,-0.845663,-1.0379,-0.790257,-0.185156,0.497492,0.936006,0.882558,0.398596,282.096
0.393247,-0.292023,-0.851482,-1.03942,-0.783313,-0.173968,0.504791,0.941139,0.876862,0.387063,282.106
