-0.5,15.8,0.6,50.3,1.4,11.9,1.1,-43.7,-1.1,45.9,1.2,-7.7,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,282.726
-0.5,15.8,0.6,50.3,1.4,11.9,1.1,-43.7,-1.1,45.9,1.2,-7.7,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,282.736
-0.5,12.4,0.6,50.3,1.4,11.9,1.1,-43.7,-0.9,45.9,1.2,-7.7,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,282.746
-0.5,12.4,0.6,50.3,1.4,11.9,1.1,-43.7,-0.9,45.9,1.2,-7.7,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,282.756
-0.5,12.4,0.6,50.3,1.4,11.9,1.1,-43.7,-0.9,45.9,1.2,-7.7,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,282.766
-0.5,12.4,0.6,50.3,1.4,15.9,1.1,-43.7,-0.9,48.4,1.2,-2.9,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,282.776
-0.5,12.4,0.6,50.3,1.4,15.9,1.1,-43.7,-0.9,48.4,1.2,-2.9,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,282.786
-0.5,12.4,0.6,50.3,1.4,15.9,1.1,-43.7,-0.9,48.4,1.2,-2.9,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,282.796
-0.5,12.4,0.6,50.3,1.4,15.9,1.1,-43.7,-0.9,48.4,1.2,-2.9,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,282.807
-0.7,12.4,0.6,50.3,1.4,15.9,1.1,-39.6,-0.9,48.4,1.2,-2.9,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,282.816
-0.7,12.4,0.6,50.3,1.4,15.9,1.1,-39.6,-0.9,48.4,1.2,-2.9,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,282.826
-0.7,6.4,0.6,50.3,1.4,15.9,1.1,-39.6,-0.9,48.4,1.2,-2.9,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,282.836
-0.7,6.4,0.6,50.3,1.4,15.9,1.1,-39.6,-0.9,48.4,1.2,-2.9,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,282.846
-0.7,6.4,0.6,50.3,1.4,15.9,1.1,-39.6,-0.9,48.4,1.2,-2.9,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,282.857
-0.7,6.4,0.6,49,1.4,21.1,1.3,-39.6,-0.9,51.4,1,1.7,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,282.866
-0.7,6.4,0.6,49,1.4,21.1,1.3,-39.6,-0.9,51.4,1,1.7,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,282.876
-0.7,6.4,0.6,49,1.4,21.1,1.3,-39.6,-0.9,51.4,1,1.7,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,282.886
-0.7,6.4,0.6,49,1.4,21.1,1.3,-39.6,-0.9,51.4,1,1.7,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,282.896
