0.442879,-0.0179165,-0.0265122,-0.238999,-0.162684,-0.0815931,-0.0101554,0.132938,0.120609,0.0251509,918.788
0.484735,0.0432795,0.0290857,-0.228638,-0.15567,-0.0878816,-0.0581977,0.0990456,0.105321,0.022629,918.798
0.519908,0.125554,0.0688318,-0.188388,-0.147471,-0.120465,-0.0657516,0.0224199,0.0847812,0.0169704,918.808
0.548013,0.187589,0.104787,-0.171388,-0.139838,-0.123607,-0.070883,-0.0535994,0.0649468,0.0127045,918.818
0.599765,0.255816,0.153934,-0.152777,-0.125838,-0.114303,-0.113615,-0.0819065,-0.0257743,0.0148145,918.829
0.663512,0.295085,0.183899,-0.133209,-0.114791,-0.118933,-0.123995,-0.109388,-0.0790278,-0.0265132,918.838
0.712446,0.339086,0.206845,-0.111507,-0.110503,-0.115643,-0.130266,-0.147974,-0.110832,-0.0758677,918.848
0.76522,0.391741,0.239103,-0.0982252,-0.0923007,-0.120977,-0.142534,-0.173283,-0.168053,-0.0782651,918.858
0.810568,0.4383,0.27162,-0.0934578,-0.0768865,-0.119692,-0.159237,-0.208903,-0.174774,-0.0781333,918.868
0.844805,0.488242,0.30991,-0.0923576,-0.064396,-0.123812,-0.188151,-0.212251,-0.178832,-0.0763771,918.878
0.856224,0.550059,0.340949,-0.0768272,-0.0753056,-0.131873,-0.195908,-0.215764,-0.183013,-0.05896,918.888
0.857826,0.617169,0.36487,-0.0630294,-0.0863526,-0.136783,-0.205734,-0.218927,-0.168177,-0.0553164,918.898
0.83942,0.679113,0.409435,-0.0617618,-0.0926667,-0.147911,-0.212542,-0.222095,-0.144934,-0.0443359,918.909
0.814451,0.726683,0.442657,-0.0568044,-0.098826,-0.162272,-0.210914,-0.221369,-0.132636,-0.0237724,918.918
0.798654,0.720675,0.520655,-0.0545582,-0.114118,-0.178852,-0.211526,-0.209871,-0.114541,-0.022749,918.928
0.776468,0.719789,0.562314,-0.0315628,-0.126966,-0.194789,-0.218254,-0.189088,-0.10473,-0.024106,918.938
0.742047,0.728276,0.558341,0.0396517,-0.146961,-0.215321,-0.220399,-0.175851,-0.0911193,-0.0187761,918.948
0.687548,0.738026,0.541663,0.0873655,-0.13759,-0.231923,-0.228824,-0.16383,-0.0864665,-0.00606675,918.958
0.629089,0.718346,0.540255,0.113558,-0.11286,-0.242048,-0.243116,-0.153075,-0.0772604,-0.0081737,918.968
0.584322,0.675742,0.531936,0.142171,-0.082177,-0.252291,-0.251006,-0.15302,-0.063324,-0.013367,918.978
0.498549,0.660518,0.493435,0.171678,-0.0474222,-0.25161,-0.260297,-0.153293,-0.0637556,-0.00142699,918.988
0.437871,0.644805,0.446788,0.189742,-0.010199,-0.239262,-0.269587,-0.162865,-0.0547107,-0.00580251,918.998
0.361969,0.618505,0.386402,0.210076,0.0255738,-0.216096,-0.269265,-0.172887,-0.059008,-0.00896711,919.008
0.286097,0.582776,0.332375,0.237406,0.0435015,-0.192202,-0.260309,-0.184377,-0.0645121,-0.0151483,919.018
0.205922,0.528979,0.291731,0.243385,0.0644508,-0.15559,-0.251531,-0.189149,-0.0789661,-0.0208992,919.028
0.117395,0.464581,0.229924,0.254832,0.0923734,-0.124301,-0.231412,-0.191801,-0.0930755,-0.0308185,919.038
0.0325671,0.407367,0.181895,0.241877,0.119916,-0.0924874,-0.200759,-0.201116,-0.101876,-0.033072,919.048
-0.057994,0.364669,0.117085,0.252071,0.118117,-0.0450959,-0.181076,-0.198979,-0.108311,-0.0405177,919.058
-0.131785,0.290321,0.0542263,0.243439,0.11829,0.0108418,-0.147887,-0.196238,-0.113161,-0.0391422,919.068
-0.155231,0.19203,0.0399955,0.221126,0.108963,0.055117,-0.117472,-0.182225,-0.11997,-0.0361486,919.078
-0.201535,0.116236,-0.0189795,0.208503,0.113065,0.0730747,-0.0704967,-0.154196,-0.114394,-0.0411917,919.088
-0.275416,0.0420711,-0.0664843,0.202767,0.115714,0.0701609,-0.0134798,-0.132566,-0.100088,-0.034363,919.098
-0.342032,-0.0303545,-0.0960254,0.178028,0.11692,0.0676816,0.0413036,-0.104774,-0.0849733,-0.0190185,919.108
-0.416656,-0.0903772,-0.145242,0.18062,0.0991447,0.0762561,0.0665523,-0.0494177,-0.0702491,-0.0114772,919.118
-0.499041,-0.149115,-0.195775,0.177102,0.108568,0.0762368,0.0613035,0.0244901,-0.0559652,-0.0085393,919.128
-0.576358,-0.231406,-0.229185,0.154796,0.108782,0.0792689,0.0809293,0.0642948,0.00240101,-0.0134316,919.138
-0.618034,-0.30908,-0.262332,0.154004,0.0969728,0.0848414,0.100695,0.0771432,0.0565929,0.00808756,919.148
-0.672303,-0.376857,-0.312127,0.137273,0.100627,0.0923569,0.104865,0.115462,0.0906536,0.0573492,919.158
-0.70799,-0.444685,-0.347038,0.125373,0.0950845,0.0997024,0.113622,0.139653,0.131505,0.059588,919.169
-0.747324,-0.517505,-0.368372,0.106611,0.095109,0.0988739,0.126065,0.178415,0.130639,0.066297,919.178
-0.787101,-0.571914,-0.399353,0.101131,0.0831842,0.10883,0.150119,0.180576,0.138288,0.0608868,919.188
-0.834888,-0.636363,-0.431338,0.0835104,0.0849705,0.115443,0.178423,0.177114,0.134827,0.0541005,919.198
